Paper ID,Problem ROR,Institution Name,Type,Ground Truth RORs,Predicted RORs
2311.00752,https://ror.org/00jc20583,University of Colorado,False Negative (missed),"['https://ror.org/02en5vm52', 'https://ror.org/00jc20583']","['https://ror.org/02en5vm52', 'https://ror.org/02ttsq026', 'https://ror.org/02hh7en24']"
2311.03921,https://ror.org/000e0be47,Northwestern University,False Negative (missed),"['https://ror.org/000e0be47', 'https://ror.org/020hgte69']","['https://ror.org/020hgte69', 'https://ror.org/00m6w7z96']"
2311.07359,https://ror.org/05591te55,Ludwig-Maximilians-Universität München,False Positive (wrongly predicted),['https://ror.org/02kkvpp62'],"['https://ror.org/02w42ss30', 'https://ror.org/02kkvpp62', 'https://ror.org/035dsb084', 'https://ror.org/00e73ws79', 'https://ror.org/05591te55', 'https://ror.org/01jsq2704']"
2311.11135,https://ror.org/000e0be47,Northwestern University,False Negative (missed),['https://ror.org/000e0be47'],"['https://ror.org/00q4vv597', 'https://ror.org/05183v471', 'https://ror.org/00m6w7z96']"
2311.11121,https://ror.org/00jjx8s55,Commissariat à l’Énergie Atomique (CEA),False Negative (missed),"['https://ror.org/00jjx8s55', 'https://ror.org/029nkcm90']","['https://ror.org/02feahw73', 'https://ror.org/05f82e368']"
2311.00770,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),[],"['https://ror.org/0504r6d12', 'https://ror.org/00cybsr61', 'https://ror.org/00892tw58', 'https://ror.org/046rm7j60', 'https://ror.org/05hs6h993', 'https://ror.org/0168r3w48']"
2311.14983,https://ror.org/02gh4kt33,Italian Institute for Astrophysics (INAF),False Negative (missed),"['https://ror.org/02gh4kt33', 'https://ror.org/026vcq606', 'https://ror.org/00jjx8s55', 'https://ror.org/024mw5h28', 'https://ror.org/029nkcm90']","['https://ror.org/034zgem50', 'https://ror.org/00nzsxq20', 'https://ror.org/03re3pg25', 'https://ror.org/048tbm396', 'https://ror.org/005ta0471', 'https://ror.org/02s42x260', 'https://ror.org/010pmpe69', 'https://ror.org/025rrx658', 'https://ror.org/049jf1a25', 'https://ror.org/04raf6v53', 'https://ror.org/026vcq606', 'https://ror.org/01vj6ck58', 'https://ror.org/059b5pb30', 'https://ror.org/02p77k626', 'https://ror.org/04wnheq77', 'https://ror.org/0079jjr10', 'https://ror.org/024mw5h28', 'https://ror.org/039bjqg32', 'https://ror.org/01sjwvz98', 'https://ror.org/055khg266', 'https://ror.org/00yrf4e35', 'https://ror.org/05hy3tk52']"
2311.14983,https://ror.org/00jjx8s55,Commissariat à l’Énergie Atomique (CEA),False Negative (missed),"['https://ror.org/02gh4kt33', 'https://ror.org/026vcq606', 'https://ror.org/00jjx8s55', 'https://ror.org/024mw5h28', 'https://ror.org/029nkcm90']","['https://ror.org/034zgem50', 'https://ror.org/00nzsxq20', 'https://ror.org/03re3pg25', 'https://ror.org/048tbm396', 'https://ror.org/005ta0471', 'https://ror.org/02s42x260', 'https://ror.org/010pmpe69', 'https://ror.org/025rrx658', 'https://ror.org/049jf1a25', 'https://ror.org/04raf6v53', 'https://ror.org/026vcq606', 'https://ror.org/01vj6ck58', 'https://ror.org/059b5pb30', 'https://ror.org/02p77k626', 'https://ror.org/04wnheq77', 'https://ror.org/0079jjr10', 'https://ror.org/024mw5h28', 'https://ror.org/039bjqg32', 'https://ror.org/01sjwvz98', 'https://ror.org/055khg266', 'https://ror.org/00yrf4e35', 'https://ror.org/05hy3tk52']"
2311.02227,https://ror.org/000e0be47,Northwestern University,False Negative (missed),['https://ror.org/000e0be47'],"['https://ror.org/0504r6d12', 'https://ror.org/01ryk1543', 'https://ror.org/04xs57h96', 'https://ror.org/00m6w7z96']"
2311.13937,https://ror.org/05591te55,Ludwig-Maximilians-Universität München,False Positive (wrongly predicted),['https://ror.org/02kkvpp62'],"['https://ror.org/02kkvpp62', 'https://ror.org/00tt53p64', 'https://ror.org/00e73ws79', 'https://ror.org/040tqga17', 'https://ror.org/03f9nc143', 'https://ror.org/014a87f14', 'https://ror.org/05591te55']"
2311.03527,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),"['https://ror.org/01e41cf67', 'https://ror.org/0168r3w48']","['https://ror.org/01e41cf67', 'https://ror.org/046rm7j60', 'https://ror.org/0168r3w48']"
2311.16984,https://ror.org/02en5vm52,UPMC (Universite Pierre and Marie Curie),False Positive (wrongly predicted),[],"['https://ror.org/02en5vm52', 'https://ror.org/020yb3m85', 'https://ror.org/05f82e368', 'https://ror.org/01j1eb875']"
2311.05059,https://ror.org/00jjx8s55,Commissariat à l’Énergie Atomique (CEA),False Negative (missed),"['https://ror.org/00jjx8s55', 'https://ror.org/01kg8sb98', 'https://ror.org/000e0be47', 'https://ror.org/03xjwb503']","['https://ror.org/01kg8sb98', 'https://ror.org/02k40bc56', 'https://ror.org/00z54nq84', 'https://ror.org/00m6w7z96', 'https://ror.org/02d9dg697', 'https://ror.org/02feahw73', 'https://ror.org/03xjwb503']"
2311.05059,https://ror.org/000e0be47,Northwestern University,False Negative (missed),"['https://ror.org/00jjx8s55', 'https://ror.org/01kg8sb98', 'https://ror.org/000e0be47', 'https://ror.org/03xjwb503']","['https://ror.org/01kg8sb98', 'https://ror.org/02k40bc56', 'https://ror.org/00z54nq84', 'https://ror.org/00m6w7z96', 'https://ror.org/02d9dg697', 'https://ror.org/02feahw73', 'https://ror.org/03xjwb503']"
2311.16401,https://ror.org/02en5vm52,UPMC (Universite Pierre and Marie Curie),False Negative (missed),"['https://ror.org/02en5vm52', 'https://ror.org/03f0f6041', 'https://ror.org/01tgyzw49']","['https://ror.org/01mgdzc49', 'https://ror.org/05g3mes96', 'https://ror.org/00e73ws79', 'https://ror.org/040tqga17', 'https://ror.org/00hhjss72', 'https://ror.org/03f0f6041', 'https://ror.org/01tgyzw49', 'https://ror.org/00sxj6k90']"
2311.01795,https://ror.org/02en5vm52,UPMC (Universite Pierre and Marie Curie),False Negative (missed),"['https://ror.org/02en5vm52', 'https://ror.org/01tgyzw49']","['https://ror.org/01mgdzc49', 'https://ror.org/036wvzt09', 'https://ror.org/02n0ejh50', 'https://ror.org/02fhgbp51', 'https://ror.org/01tgyzw49', 'https://ror.org/02e7b5302', 'https://ror.org/02qyf5152']"
2311.11225,https://ror.org/05p8z3f47,Purdue University,False Negative (missed),"['https://ror.org/05p8z3f47', 'https://ror.org/01an7q238']","['https://ror.org/02dqehb95', 'https://ror.org/04p491231', 'https://ror.org/01an7q238', 'https://ror.org/00e73ws79', 'https://ror.org/047426m28']"
2311.17316,https://ror.org/00jjx8s55,Commissariat à l’Énergie Atomique (CEA),False Negative (missed),"['https://ror.org/00jjx8s55', 'https://ror.org/029brtt94', 'https://ror.org/04p491231', 'https://ror.org/05krs5044', 'https://ror.org/04zmssz18', 'https://ror.org/00za53h95', 'https://ror.org/03xjwb503']","['https://ror.org/03yghzc09', 'https://ror.org/03n4ayy20', 'https://ror.org/03xjwb503', 'https://ror.org/00kw1sm04', 'https://ror.org/04p491231', 'https://ror.org/03wnrjx87', 'https://ror.org/05krs5044', 'https://ror.org/03jv6w209', 'https://ror.org/036f5mx38', 'https://ror.org/04zmssz18', 'https://ror.org/00za53h95', 'https://ror.org/03wd9za21']"
2311.12392,https://ror.org/05p8z3f47,Purdue University,False Negative (missed),"['https://ror.org/05p8z3f47', 'https://ror.org/04gyf1771']","['https://ror.org/04gyf1771', 'https://ror.org/02dqehb95', 'https://ror.org/00tpdkh38']"
2311.04835,https://ror.org/0566a8c54,University of North Carolina,False Negative (missed),['https://ror.org/0566a8c54'],['https://ror.org/04tj63d06']
2311.14088,https://ror.org/02en5vm52,UPMC (Universite Pierre and Marie Curie),False Negative (missed),"['https://ror.org/042nb2s44', 'https://ror.org/01k97gp34', 'https://ror.org/0524sp257', 'https://ror.org/02bfwt286', 'https://ror.org/00jjx8s55', 'https://ror.org/04jsz6e67', 'https://ror.org/02en5vm52', 'https://ror.org/00vtgdb53', 'https://ror.org/03angcq70', 'https://ror.org/01ggx4157', 'https://ror.org/02kkvpp62', 'https://ror.org/048a87296', 'https://ror.org/052gg0110', 'https://ror.org/02crff812', 'https://ror.org/05591te55', 'https://ror.org/025r5qe02', 'https://ror.org/02s376052', 'https://ror.org/041kmwe10', 'https://ror.org/01e41cf67', 'https://ror.org/012p63287', 'https://ror.org/047s2c258', 'https://ror.org/03xjwb503', 'https://ror.org/02gfc7t72', 'https://ror.org/02k7v4d05', 'https://ror.org/04xfq0f34', 'https://ror.org/00jmfr291', 'https://ror.org/038t36y30', 'https://ror.org/03cve4549']",['https://ror.org/01ggx4157']
2311.14088,https://ror.org/05591te55,Ludwig-Maximilians-Universität München,False Negative (missed),"['https://ror.org/042nb2s44', 'https://ror.org/01k97gp34', 'https://ror.org/0524sp257', 'https://ror.org/02bfwt286', 'https://ror.org/00jjx8s55', 'https://ror.org/04jsz6e67', 'https://ror.org/02en5vm52', 'https://ror.org/00vtgdb53', 'https://ror.org/03angcq70', 'https://ror.org/01ggx4157', 'https://ror.org/02kkvpp62', 'https://ror.org/048a87296', 'https://ror.org/052gg0110', 'https://ror.org/02crff812', 'https://ror.org/05591te55', 'https://ror.org/025r5qe02', 'https://ror.org/02s376052', 'https://ror.org/041kmwe10', 'https://ror.org/01e41cf67', 'https://ror.org/012p63287', 'https://ror.org/047s2c258', 'https://ror.org/03xjwb503', 'https://ror.org/02gfc7t72', 'https://ror.org/02k7v4d05', 'https://ror.org/04xfq0f34', 'https://ror.org/00jmfr291', 'https://ror.org/038t36y30', 'https://ror.org/03cve4549']",['https://ror.org/01ggx4157']
2311.14088,https://ror.org/00jjx8s55,Commissariat à l’Énergie Atomique (CEA),False Negative (missed),"['https://ror.org/042nb2s44', 'https://ror.org/01k97gp34', 'https://ror.org/0524sp257', 'https://ror.org/02bfwt286', 'https://ror.org/00jjx8s55', 'https://ror.org/04jsz6e67', 'https://ror.org/02en5vm52', 'https://ror.org/00vtgdb53', 'https://ror.org/03angcq70', 'https://ror.org/01ggx4157', 'https://ror.org/02kkvpp62', 'https://ror.org/048a87296', 'https://ror.org/052gg0110', 'https://ror.org/02crff812', 'https://ror.org/05591te55', 'https://ror.org/025r5qe02', 'https://ror.org/02s376052', 'https://ror.org/041kmwe10', 'https://ror.org/01e41cf67', 'https://ror.org/012p63287', 'https://ror.org/047s2c258', 'https://ror.org/03xjwb503', 'https://ror.org/02gfc7t72', 'https://ror.org/02k7v4d05', 'https://ror.org/04xfq0f34', 'https://ror.org/00jmfr291', 'https://ror.org/038t36y30', 'https://ror.org/03cve4549']",['https://ror.org/01ggx4157']
2311.10604,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),"['https://ror.org/0281dp749', 'https://ror.org/01an7q238', 'https://ror.org/01y9bpm73']","['https://ror.org/03taest98', 'https://ror.org/046rm7j60', 'https://ror.org/03791x537', 'https://ror.org/04d836q62']"
2311.17552,https://ror.org/00hx57361,Princeton University,False Positive (wrongly predicted),[],"['https://ror.org/00hx57361', 'https://ror.org/00qzypv28', 'https://ror.org/028rypz17']"
2311.13107,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),"['https://ror.org/01an7q238', 'https://ror.org/02jbv0t02']","['https://ror.org/046rm7j60', 'https://ror.org/01an7q238', 'https://ror.org/05cvd4x54', 'https://ror.org/02jbv0t02']"
2311.16143,https://ror.org/0566a8c54,University of North Carolina,False Negative (missed),"['https://ror.org/0566a8c54', 'https://ror.org/00fn7gb05']","['https://ror.org/028k36c88', 'https://ror.org/00fn7gb05', 'https://ror.org/02aze4h65']"
2311.12580,https://ror.org/05591te55,Ludwig-Maximilians-Universität München,False Positive (wrongly predicted),[],"['https://ror.org/02kkvpp62', 'https://ror.org/0504r6d12', 'https://ror.org/00e73ws79', 'https://ror.org/04bwf3e34', 'https://ror.org/05591te55']"
2311.03957,https://ror.org/05591te55,Ludwig-Maximilians-Universität München,False Positive (wrongly predicted),"['https://ror.org/02kkvpp62', 'https://ror.org/0281dp749']","['https://ror.org/02kkvpp62', 'https://ror.org/04yvx5a03', 'https://ror.org/05591te55', 'https://ror.org/02kw5st29']"
2311.14007,https://ror.org/05591te55,Ludwig-Maximilians-Universität München,False Positive (wrongly predicted),['https://ror.org/02kkvpp62'],"['https://ror.org/02kkvpp62', 'https://ror.org/05591te55', 'https://ror.org/013meh722']"
2311.14809,https://ror.org/02gh4kt33,Italian Institute for Astrophysics (INAF),False Negative (missed),"['https://ror.org/057zh3y96', 'https://ror.org/02kkvpp62', 'https://ror.org/02gh4kt33', 'https://ror.org/040af2s02', 'https://ror.org/020hwjq30', 'https://ror.org/00jjx8s55', 'https://ror.org/05dxps055', 'https://ror.org/012p63287', 'https://ror.org/00hj54h04', 'https://ror.org/02en5vm52', 'https://ror.org/03xjwb503']","['https://ror.org/00v4yb702', 'https://ror.org/05dxps055', 'https://ror.org/028wp3y58', 'https://ror.org/0171mag52', 'https://ror.org/02en5vm52', 'https://ror.org/02kkvpp62', 'https://ror.org/027rw9342', 'https://ror.org/03t6cz096', 'https://ror.org/04t4pcw17', 'https://ror.org/01ryk1543', 'https://ror.org/03n4ayy20', 'https://ror.org/051h34p92', 'https://ror.org/04z3y3f62', 'https://ror.org/00sekdz59', 'https://ror.org/00hj54h04', 'https://ror.org/040af2s02', 'https://ror.org/02v51f717', 'https://ror.org/035b05819', 'https://ror.org/04qtj9h94', 'https://ror.org/012p63287', 'https://ror.org/00240q980', 'https://ror.org/02chw6z69', 'https://ror.org/057zh3y96', 'https://ror.org/027k65916', 'https://ror.org/022bnxw24', 'https://ror.org/020hwjq30', 'https://ror.org/05f82e368', 'https://ror.org/036f5mx38', 'https://ror.org/00za53h95', 'https://ror.org/052rrw050']"
2311.14809,https://ror.org/00jjx8s55,Commissariat à l’Énergie Atomique (CEA),False Negative (missed),"['https://ror.org/057zh3y96', 'https://ror.org/02kkvpp62', 'https://ror.org/02gh4kt33', 'https://ror.org/040af2s02', 'https://ror.org/020hwjq30', 'https://ror.org/00jjx8s55', 'https://ror.org/05dxps055', 'https://ror.org/012p63287', 'https://ror.org/00hj54h04', 'https://ror.org/02en5vm52', 'https://ror.org/03xjwb503']","['https://ror.org/00v4yb702', 'https://ror.org/05dxps055', 'https://ror.org/028wp3y58', 'https://ror.org/0171mag52', 'https://ror.org/02en5vm52', 'https://ror.org/02kkvpp62', 'https://ror.org/027rw9342', 'https://ror.org/03t6cz096', 'https://ror.org/04t4pcw17', 'https://ror.org/01ryk1543', 'https://ror.org/03n4ayy20', 'https://ror.org/051h34p92', 'https://ror.org/04z3y3f62', 'https://ror.org/00sekdz59', 'https://ror.org/00hj54h04', 'https://ror.org/040af2s02', 'https://ror.org/02v51f717', 'https://ror.org/035b05819', 'https://ror.org/04qtj9h94', 'https://ror.org/012p63287', 'https://ror.org/00240q980', 'https://ror.org/02chw6z69', 'https://ror.org/057zh3y96', 'https://ror.org/027k65916', 'https://ror.org/022bnxw24', 'https://ror.org/020hwjq30', 'https://ror.org/05f82e368', 'https://ror.org/036f5mx38', 'https://ror.org/00za53h95', 'https://ror.org/052rrw050']"
2311.03261,https://ror.org/00jc20583,University of Colorado,False Negative (missed),"['https://ror.org/05a28rw58', 'https://ror.org/00mkhxb43', 'https://ror.org/0153tk833', 'https://ror.org/01v29qb04', 'https://ror.org/042nb2s44', 'https://ror.org/0524sp257', 'https://ror.org/0238rvs44', 'https://ror.org/02bfwt286', 'https://ror.org/029brtt94', 'https://ror.org/00jjx8s55', 'https://ror.org/04t3en479', 'https://ror.org/05dxps055', 'https://ror.org/05qwgg493', 'https://ror.org/022kthw22', 'https://ror.org/02y3ad647', 'https://ror.org/01ggx4157', 'https://ror.org/05n3dz165', 'https://ror.org/03nawhv43', 'https://ror.org/036jqmy94', 'https://ror.org/05x2bcf33', 'https://ror.org/01js2sh04', 'https://ror.org/006e5kg04', 'https://ror.org/00za53h95', 'https://ror.org/05rrcem69', 'https://ror.org/00g30e956', 'https://ror.org/05bqach95', 'https://ror.org/017zqws13', 'https://ror.org/02crff812', 'https://ror.org/008zs3103', 'https://ror.org/0281dp749', 'https://ror.org/05p8z3f47', 'https://ror.org/001tmjg57', 'https://ror.org/040af2s02', 'https://ror.org/00jc20583', 'https://ror.org/041kmwe10', 'https://ror.org/05gq02987', 'https://ror.org/02t274463', 'https://ror.org/05bnh6r87', 'https://ror.org/000e0be47', 'https://ror.org/02gfc7t72', 'https://ror.org/03y7q9t39', 'https://ror.org/05vt9qd57', 'https://ror.org/0168r3w48', 'https://ror.org/03xjwb503', 'https://ror.org/044yd9t77', 'https://ror.org/047s2c258', 'https://ror.org/03b94tp07', 'https://ror.org/01y2jtd41', 'https://ror.org/04xfq0f34', 'https://ror.org/046rm7j60', 'https://ror.org/03cve4549', 'https://ror.org/01f5ytq51', 'https://ror.org/020hgte69', 'https://ror.org/00hx57361', 'https://ror.org/00cv9y106']","['https://ror.org/03eh3y714', 'https://ror.org/01070mq45', 'https://ror.org/0547yzj13', 'https://ror.org/05m7pjf47', 'https://ror.org/041nk4h53', 'https://ror.org/03v0r5n49', 'https://ror.org/05g3dte14', 'https://ror.org/059636586', 'https://ror.org/00aamz256', 'https://ror.org/05g3mes96', 'https://ror.org/03x8rhq63', 'https://ror.org/040kx1j83', 'https://ror.org/01r2c3v86', 'https://ror.org/001tmjg57', 'https://ror.org/01vj6ck58', 'https://ror.org/0198v2949', 'https://ror.org/05vss7635', 'https://ror.org/05kzjxq56', 'https://ror.org/05j3snm48', 'https://ror.org/04h9pn542', 'https://ror.org/00aft1q37', 'https://ror.org/02qjrjx09', 'https://ror.org/047s2c258', 'https://ror.org/03y7q9t39', 'https://ror.org/00bas1c41', 'https://ror.org/02mw21745', 'https://ror.org/04q78tk20', 'https://ror.org/01x2x1522', 'https://ror.org/03gq8fr08', 'https://ror.org/02vv5y108', 'https://ror.org/03eqd4a41', 'https://ror.org/00a2xv884', 'https://ror.org/00za53h95', 'https://ror.org/03kn4xv14', 'https://ror.org/0420db125', 'https://ror.org/05a28rw58', 'https://ror.org/00z34yn88', 'https://ror.org/02r2k1c68', 'https://ror.org/00nzsxq20', 'https://ror.org/03nadee84', 'https://ror.org/02wnmk332', 'https://ror.org/040c17130', 'https://ror.org/00m6w7z96', 'https://ror.org/02yg0nm07', 'https://ror.org/01ggx4157', 'https://ror.org/035dsb084', 'https://ror.org/006gksa02', 'https://ror.org/03znpfq81', 'https://ror.org/017zqws13', 'https://ror.org/04keq6987', 'https://ror.org/02ttsq026', 'https://ror.org/04xreqs31', 'https://ror.org/04gzb2213', 'https://ror.org/058t6p923', 'https://ror.org/03awzbc87', 'https://ror.org/05p1j8758', 'https://ror.org/02avf8f85', 'https://ror.org/02phn5242', 'https://ror.org/035seyp42', 'https://ror.org/03a5qrr21', 'https://ror.org/02drrjp49', 'https://ror.org/008x57b05', 'https://ror.org/01zqcg218', 'https://ror.org/01st30669', 'https://ror.org/04jgqpc26', 'https://ror.org/03cx6bg69', 'https://ror.org/04atsbb87', 'https://ror.org/036trcv74', 'https://ror.org/0064kty71', 'https://ror.org/022hq6c49', 'https://ror.org/02jv3k292', 'https://ror.org/01y64my43', 'https://ror.org/00cv9y106', 'https://ror.org/00mkhxb43', 'https://ror.org/03bp5hc83', 'https://ror.org/03p9gxz72', 'https://ror.org/00dn4t376', 'https://ror.org/04j0x0h93', 'https://ror.org/03xejxm22', 'https://ror.org/02teq1165', 'https://ror.org/00987cb86', 'https://ror.org/02pq29p90', 'https://ror.org/014weej12', 'https://ror.org/05qwgg493', 'https://ror.org/02y3ad647', 'https://ror.org/01swcva92', 'https://ror.org/02vm5rt34', 'https://ror.org/006e5kg04', 'https://ror.org/0491yz035', 'https://ror.org/05bqach95', 'https://ror.org/049jf1a25', 'https://ror.org/008zs3103', 'https://ror.org/02dqehb95', 'https://ror.org/03e1sv842', 'https://ror.org/015kcdd40', 'https://ror.org/043mer456', 'https://ror.org/05gq02987', 'https://ror.org/00tp8bz22', 'https://ror.org/04gnjpq42', 'https://ror.org/047yk3s18', 'https://ror.org/00y0xnp53', 'https://ror.org/0276rjc88', 'https://ror.org/00944ve71', 'https://ror.org/00twb6c09', 'https://ror.org/05k705z76', 'https://ror.org/046865y68', 'https://ror.org/01y2jtd41', 'https://ror.org/00m31ft63', 'https://ror.org/005781934', 'https://ror.org/01f5ytq51', 'https://ror.org/03xrrjk67', 'https://ror.org/05wxkj555', 'https://ror.org/042nb2s44', 'https://ror.org/0153tk833', 'https://ror.org/0524sp257', 'https://ror.org/03ha2q922', 'https://ror.org/04t3en479', 'https://ror.org/01wjejq96', 'https://ror.org/00pg6eq24', 'https://ror.org/03ht1xw27', 'https://ror.org/04wecwh56', 'https://ror.org/00wk2mp56', 'https://ror.org/059sp8j34', 'https://ror.org/01qg3j183', 'https://ror.org/0208vgz68', 'https://ror.org/022kthw22', 'https://ror.org/00c32gy34', 'https://ror.org/02495e989', 'https://ror.org/04c4dkn09', 'https://ror.org/036jqmy94', 'https://ror.org/00af3sa43', 'https://ror.org/05x2bcf33', 'https://ror.org/03z9tma90', 'https://ror.org/02mhbdp94', 'https://ror.org/00ad27c73', 'https://ror.org/00g30e956', 'https://ror.org/05symbg58', 'https://ror.org/01r9htc13', 'https://ror.org/025rrx658', 'https://ror.org/0424j7c73', 'https://ror.org/04p2sbk06', 'https://ror.org/00rs6vg23', 'https://ror.org/033jvzr14', 'https://ror.org/02mpq6x41', 'https://ror.org/05m1gnk07', 'https://ror.org/05478fx36', 'https://ror.org/03p2z7827', 'https://ror.org/041kmwe10', 'https://ror.org/02d6sp246', 'https://ror.org/02v89pq06', 'https://ror.org/05bnh6r87', 'https://ror.org/024d6js02', 'https://ror.org/0046rz373', 'https://ror.org/01hys1667', 'https://ror.org/020f3ap87', 'https://ror.org/05vt9qd57', 'https://ror.org/039shy520', 'https://ror.org/04xfq0f34', 'https://ror.org/046rm7j60', 'https://ror.org/01gb99w41', 'https://ror.org/05en5nh73', 'https://ror.org/020hgte69', 'https://ror.org/00hx57361']"
